ID,Emotion,Situation,Answer 1,Answer 2,Answer 3,Answer 4
3c3bad05-6bb9-4217-a06a-fda7b1823faf,悲しみ,病名が不明のまま入院しているなかで、それまで快方に向かっていた体調が悪化した,まだ病名は分からないし体調も悪化するし、悲しいです。,私もあなたの辛い表情を見るのは悲しいです。今は我慢の時かもしれません。,そうですね。入院していてもしていなくても、毎日いいことだけではないです。,悲しい時こそ私を頼ってください。どんな形でもサポートしますよ。
3c3d3da9-7afe-4353-8b01-de6d22d6becc,楽観,どんな病気でも完治する時が必ず来ると信じ、楽観して治療を継続している　,どんな病気でも完治する時が来ると、楽観的な気持ちで治療を続けています。,そうですね。前向きな考えは体にもきっといい影響を与えると思います。,前向きに考えると、心も体も軽くなっていくような気がします。,前向きな姿に、私もとても励まされます。
3c420b1a-7d7c-485a-8a5e-1aa164fb4d47,気づき,私のことを心配してくれる友人がたくさんいることを知った,病気になって初めて自分の周りには自分を心配してくれる人がたくさんいることがわかりました。,心配してくれる人がいるとわかるだけでも嬉しいですね。,病気になって悪いことばかりではないのだなと思いました。,私もあなたを心配しているひとりです。今後も色々相談してくださいね。
3c5abe7d-1281-40aa-afc0-8bc20befec62,楽観,これから勧められた検査をしなくてはいけないけど、自覚症状は特に酷くない　,本当にこの検査は必要なんですか？,この数値が高いので、念のため確認しましょう。,検査にお金がかかりますよね？,病気になったら大変な金がかかります。病気の芽は早いうちに摘みましょう。
3c9ac4f1-8f73-455d-98c9-4be7b1366abf,驚き,当初の診断よりも早く退院することができた,聞いてよ。すぐにでも退院できるってさ。,えー。それは良かったですね。みんなが驚きますよ。,日頃の行いがいいから。,そういうことにしておきましょう。
3c9b6822-7b17-40d9-9651-29e7ca64b19a,興奮,これまでいっしょに治療生活をしていた友人の病気が治ったと聞いた,友人の治療が成功して良かったです。私も治るかもしれないですね。,それは本当に良かったですね。引き続き治療を行っていきましょう。,ありがとうございます。もう少し頑張ってみようと思います。,そうですね。前向きに頑張っていきましょう。
3c9d4b36-a4be-46ed-9fc9-9be99e5f5a13,後悔,痛みを我慢した分だけ症状が悪化していて、もっと早く受診すれば良かったと思った,ずっと痛いのを我慢していて、だんだん悪化してきたのでこんなことなら早く受診すればよかったです。,つい自分は大丈夫と思ってしまいますもんね。,自分の体に異変があれば時間を割いてでも受診すべきです。,これ以上悪くならないことを祈っています。
3c9e29a9-4dde-4f96-98a4-4e2f910fce62,喜び,定例の健康診断の結果早期に腫瘍が発見でき、治療ができた　,早期発見できたからすぐ治療に取り掛かることができたから良かった,健康診断に行ってよかったね,今回受けてなかったらと思うとゾッとする,定期的に行くことが大事だね
3cca7ae8-d230-4fa1-8193-29f63eaf58d2,驚き,事故の記憶はなかったが、レントゲン写真を改めてみて骨折箇所が多いことを知った　,事故の記憶はないんだけど、あちらこちら骨が折れているらしいよ、治るかな?,大丈夫、今は前を向いて治療に専念しよう,頑張れるかな？,回復する事を信じて、私達も出来る事を協力するから
3ccf7f5c-b0b5-4231-9121-4bd5dba2bc96,悲しみ,入院中の検査結果が思わしくなかった,治療を受けているのにあまり結果が良くなったです。悲しいことです。,大丈夫ですよ。一生懸命身体が戦っている証拠です。これから良くなっていきますよ！,そうでしょうか。これ以上悪くなったらどうすればいいか。,不安で悲しいですよね。ただ悪くなっている訳ではないのですよね。それならば改善していると考えられるのではないでしょうか？絶対に治ります。
3cd2332c-3747-4511-bb2c-0c733373f687,娯楽,入院中に時間ができて、普段は見られない連続テレビドラマシリーズを見る機会が出来た　,入院中に時間ができて、普段は見られない連続テレビドラマシリーズを見る機会ができました。嬉しいです。,それは良かったですね。このような機会はなかなかないので、ゆっくり休んでください。,ありがとうございます。のんびりしたいと思います。,楽しく過ごすことで、病気が早く治ると思いますよ。
3ce28a7a-13d0-4991-b838-6f65262d0298,驚き,血圧を測ったら数値が非常に高かった　,血圧を測ったら、高い方だとは思っていたものの数値がとても高くてびっくりしました。,血圧は測らないと高くなっても気づかないと聞いたことがあります。,倒れる前に、気が付いてよかったです。,血圧はちょっとしたことで変動するので気を付けたいですね。
3ce45c91-b38d-43db-b85d-600f649e6645,恐れ,検査を受ける前、どんな病気なのかを色々想像し、今後の生活について考える　,治療できないものだったらいやだな。,とにかく検査を受けてみないとわからないですね。,何はともあれ検査は受けます。,勇気を出してくれてありがたいです。
3ce45ddc-4f47-4164-a176-4899285c4b3e,称賛,専門医の診断で悪性とわかったが、それは珍しい症例だったと知った　,悪性の診断がついたのですが珍しい症例だったようで、専門の先生のおかげで正しい診断に辿り着けました。,専門の先生に診てもらってよかったですね。,早く治療に取り掛かることができるので正しく診断してもらいありがたいです。,そうですね。治療も先生の指示のもと順調に進むと良いですね。
3ce6aa19-32a5-4731-8f18-d3418e8f37c1,不承認,今まで健康体だったのに原因もわからない病気になるなんてと感じた,今まで健康だったのに、原因が分からない病気になってショックです。,そりゃ人間の体も生身ですから病気になることもありますよ。,そういうものでしょうか。,治療すればきっとまたよくなりますよ。
3d10e082-6596-4cdb-8d25-76fd5b1aa7cc,不承認,患部の確認をしなければいけないがこわくて見ることができなかった　,自分の体がどのようになっているのか現実を見たくない。,おっしゃることはわかりますよ。現実を見ることは怖いですよね。,現実を突きつけられるようで怖い。見たくない。,ご自身に決断ができてからでいいですよ。無理なさらないでください。
3d449ce0-1820-4ba8-ac36-ab8a85dd4b5b,混乱,これまで何の前兆もなかったのに、検査を受けたところ、早急治療開始する必要があるらしいことがわかった,なにも前兆はなかったのに、検査を受けたら、早急に治療が必要だと告げられて何がなんだかさっぱりです。,それはお辛いですね。すぐに治療なさるんですか？,もちろんです。準備でき次第、治療を開始します。,そうですか。でも気づけたのは不幸中の幸いじゃないですか。治療がんばってください。
3d500d80-ae40-4d0d-8d97-2afa3f9a8d4d,混乱,最初に受診した病院で処方された処方箋をセカンドオピニオンの病院で伝えたところ、まったく効果が無いと指摘された　,最初の病院でもらった処方箋、効果がないんだって。,えっ。間違った薬を渡されたってこと？,わかんない。こういう時、どうしたらいいんだろう。,とりあえず、最初に行った病院に電話してくるから、椅子に座って待ってて。
3d53241f-cee6-4e89-904b-3c78bc4d73f0,失望,病院に通院して投薬をうけたものの、つらい症状が長く続いていた,通院して投薬をうけたけど、長らくつらい症状が続いているよ。,それは残念なことです。お気の毒に。,現状にとてもがっかりして、希望が持てないよ。,あなたの頑張りを誇りに思います。これからもあきらめず頑張れると信じていますよ。
3d5e2baf-8e44-4f55-9b85-ea0492cbf1f0,興奮,これまでいっしょに治療生活をしていた友人の病気が治ったと聞いた,治療をしてきていた友達が治ったって聞いてビックリしちゃった。,お友達の方も治って良かったですね。あなたにとっても嬉しいんじゃないですか。,こっちまで元気になった気分。自分も元気になって一緒に食事でもできるようになりたいな。,いいですね。目標があると治療をする甲斐もありますからね。応援しますよ。
3d685b64-1b9a-4d83-a1f5-83eed35f74d0,失望,２週間ぐらいで退院できると思ったが予想外の病気が見つかったので長引いてしまった　,2週間ぐらいで退院できると思っていたのに、予想外の病気の発見で長引いてしまい辛いです。,入院が長引くと、とても辛いですよね。,そうですね。頑張って病気を治して、早く元通りの生活に戻りたいです。,私にできることがあるならいつでもお手伝いするので、頑張ってくださいね。
3d7e42e4-6bb6-4a44-b40d-04f6ab05610e,緊張,初めての病院に来ると、なかなか環境に慣れない　,私は、初めての病院は緊張してしまい慣れるのに時間がかかります。,わかりますよ。初めての場は多かれ少なかれ緊張しますよね。,そうなんです。待ち時間の持て余し方にも困ってしまいます。,私はいつも雑誌などを読み時間をやり過ごしていますよ。
3d83f5d6-d1e1-4eea-b8e6-43c678b68970,嘆き,来週には退院できる予定だったが、検査の数値が良くなかったので退院の予定がまた伸びてしまった　,検査が結果が良くなく、退院できなくなりました。,残念だけど仕方ないですね。,期待していたのに残念です。,病気を治すことに専念しましょう。
3d9a050f-e11a-4cea-8d53-b24686f75b1a,感謝,身動きが自由にできないので、家族に身支度から食事まで世話になった,いつも身の回りのことを手伝ってくれてありがとう。,気にしないで。出来ないことは助け合うのは当然です。,私のために時間を割いてくれるなんて申し訳ない。,家族だから当たり前だよ。あんまりネガティブに考えないで。
3dada004-d3b3-421b-900c-a479c200593e,感謝,入院中、たくさんの人がお見舞いに来てくれた　,ようやく感知して退院できます。これもお見舞いに来て励ましてくれたみんなのおかげです。,退院おめでとうございます。確かにたくさんの人がお見舞いに来てくれていましたね。,みんなのおかげで早く病気を治そうという気持ちになれました。本当に感謝です。,本当にその通りですね。退院したら改めてお礼をすると良いと思います。
3dbc469d-886b-40b9-807c-388ac19e2857,嫌悪,入院している際、見舞いに来た友人がギプスに人に見せられないような落書きをした　,入院している時に、見舞いに来た友人からギプスに酷い落書きをされてとても嫌な気持ちです。,それは嫌ですよね。それではその上から何か新しい絵を描くなり、色を塗るなり、落書きが見えなくなる工夫をしましょうか？,本当ですか！それは助かります。,では、早速ペンを取りに行ってきますね。
3dbf26b9-52f4-4a55-81b9-339cd82964e3,後悔,病名を告げられて、それまでの自分の悪い生活習慣が次々と頭に浮かんだ,今まで気にせず過ごしていたからな。,これから改善していけばいいよ。,好き勝手してきたからしょうがないか。,笑い
3dd0dc2f-783b-4527-8053-111ca41b0183,称賛,治療のおかげで傷がきれいに治った　,お医者さんや看護師さんの懸命な処置のおかげで、傷がきれいに治りました。,それはよかったですね。あなたの治癒力も高かったんですよ。,そうだといいですね。服を着る時に傷跡を気にしなくていいのでうれしいです。,傷跡が残ってしまうと、どうしても気になりますもんね。
3dd40ed4-8cbe-421a-9558-b987abfe253e,愛,家族が毎日必ず笑顔で「すぐに治るから大丈夫だよ」と元気づけてくれた　,家族が毎日笑顔で「すぐに治るから大丈夫だよ」と元気づけてくれて、とても愛されているなと感じます,そうですか、本当に愛されているのですね,ええ、家族には本当に感謝しています。,あなたはご家族に愛されているので必ず治ると思います。
3de2f9b0-44a4-4905-a790-94c5ad2aaa34,恥ずかしさ,深刻な病気だと思い、泣きながら先生に告知をお願いしたら胃腸が荒れているだけと言われた　,やだ恥ずかしい、てっきりひどい病気かと思って不安になってました。,大きな病気じゃなくてよかったですね！,本当によかったけど、恥ずかしかったわ。,大丈夫ですよ。重い病じゃなければ安心ですね！
3e03f7e8-01f8-4bb9-88bc-2f6ffda82396,気づき,病気になることは不幸なことだと思っていたけど、これまで気づかなかった人の優しさ、思いやりにたくさん触れられた,病気になった時は自分はなんて不幸な男だと思っていましたが、想像以上に人の優しさや思いやりに触れることができて感謝しています。,病気になって、すぐ納得できる人なんていませんよ。今そのような感謝の気持ちを持っているだけで、素敵なことです。,ありがとうございます。これからも感謝の気持ちを忘れず、病気に打ち勝ってみせます。,あなたなら絶対大丈夫ですよ。応援してます。
3e084f1a-dab5-4a27-be51-ea10f05e5dde,後悔,もっと医者のいう事を聞いておけばよかったと思った　,もっと医者のいう事を聞いておけばよかったです。,それは残念です。これからはお医者さまを信じて下さい。,そうします。自分勝手な判断はいけませんでした。,何でも相談して下さい。力になります。
3e1c60e0-5120-4d03-b961-3b4324735e96,承認,仕事が忙しくて入院はしたくなかったが、強く説得されて入院する事にきめた,仕事が忙しいので入院する時間もないと思っていたのですが、強く説得されたので入院を承認したんです。,入院を承認されたことは立派だと思います。仕事のことは心配でしょうが、治療に専念して体を治すことは、長い目で見て仕事の成果に繋がると思います。,そうですね。きちんと治療を終えて、また元気に仕事に復帰したいです。,良い仕事をするためには体が資本ですからね。私も精一杯サポートします。
3e416441-f129-4509-a485-063dd850d6d4,興奮,入院は初めての体験なので、なんだか旅行に行くような気持ちになった,他に何か必要なものはないかな。,病院でも買えるみたいだし、大丈夫だよ。,病室や、食事はどんな感じなんだろうな。,何言ってるの。検査をしに行くんでしょ。
3e529fb0-33dd-422b-afd1-639b50f4b3e4,愛,友人が、毎日元気になる事を祈り続けてくれていたと知った　,私の友人がまさか私が元気になる願掛けのために髪の毛を短くしたと聞いた時は驚きました。,そのような友人を持っているということは本当に幸せなことですね。,こんなに自分のことを思っている人が居てくれることを思うだけで涙が出ます。,愛されている証拠ですね。友人の祈りのためにも早く元気になるように頑張りましょうね。
3e52a36c-f895-49e0-a26c-1ed65ead432a,好奇心,通院中に病院内を散策したところ、色々な場所が有って面白かった。,病院の庭にきれいな花壇や湖にあって魚が優雅に泳いでいました。,新しい発見があってとてもよい気分になりましたね。,そうですね、散策してよかったと思います。,色んなところを散策するのも気分転換になってよいですよね。
3e72ca91-d906-48b5-87ee-639d4e0da840,願望,病気の早期発見のために、定期検診を受けようと思った,病気の早期発見のために、これからは定期検診をちゃんと受けようと思いました。,それは大切な心がけですね。,定期検診の重要性を実感しました。,定期検診以外にも異変があれば病院に行くことが大切ですね。私も気をつけるので、お互いに気をつけましょう。
3e75fa51-933a-4908-9822-d8367bef254f,好奇心,初めての入院で、看護師さんの働きっぷりや色々な入院患者さんの様子に目を奪われた,看護師さんって幾つもの仕事をきっちりとこなしていて働き者なんですね。,そうなんです、患者さんのために毎日身を粉にして働いているんですよ。,仕事ぶりを見ているだけで、自分も頑張らなければという気持ちになりました。,それは良かったですね。早く元気になって活動できるといいですね。
3e80383e-8e86-4f5c-b856-c307f9e14e54,迷惑,入院中にお見舞いに来てくれるのは嬉しいが、体調が悪い時にもお見舞いの人が来た　,入院中お見舞いに来てくれたのはうれしいんですけど、今は少し調子が優れないんです。,それはすみません。また後日出直してきますね。,わざわざ来てくれたのにすみません。,いえいえ。こちらこそ体調がよくないなか気を遣わせてしまいすみません。お大事になさってくださいね。
3e895bd8-427e-4837-8088-06a94aa415c3,悲しみ,入院中の検査結果が思わしくなかった,入院中に検査をしたのですが、結果があまり良くなかったので悲しくなりました。,これから良くなっていくように頑張りましょうよ。,はい、そうなんですけど心配です。,ずっと応援していますからね。
3e94eaf8-86ec-4b9b-9328-b1091c447988,恐れ,ずっと健康だと思っていたのに、健康診断で突然がんを宣告されてしまった　,「ガン」って本当に実感が沸かないなぁ～どうするよ俺！,あんまり気を落とさないで一緒に克服しましょう！,その気持ちは分かるのですが、私が治療するんですから！少し黙っていて下さい！,・・・ハイでも頑張りましょう！
3e9fab31-c325-4526-b8c4-4dba8c4a7793,失望,調子が悪かったが何が原因かわからず、評判のいい病院の先生を受診したが、他の病院と同じことを言われた　,原因がわからないけど身体の調子が悪くて評判のいい医師に診てもらったけどやっぱり原因はわからなかったんです。。,他の病院もあたってみてはどうですか。,あんなに評判のいい先生にも原因がわからないのだからどこに行ってもだめだと思います。,諦めないでもう少しがんばってみてはどうですか。
3e9fd99d-caa0-4c47-9267-15afac1b18bf,驚き,この病気は症状が出たらなるべくすぐに治療をしないといけないという事を聞いた,ネットで調べたら、この病気は症状が出たらすぐに治療しないといけないとありました。,ちゃんと病院で調べた方がいいですよ。ネットはいい加減な記事もたくさんありますよ。,そうなんですか。びっくりして慌ててしまいました。,とにかく病院ですぐ検査してもらった方がいいですね。
3eb2f9a6-0e52-4c61-9761-9e3a5f611211,悲しみ,同室の患者さんの体調が悪化した,同室の患者さんが体調悪化したことに心配です。もしかしたらと考えると悲しいです。,全力で患者さんを救うように頑張りますので、安心してください。,はい、どうかよろしくお願いします。,分かりました、全力で尽くすようにします。
3eb76bd7-8593-4bdd-a61e-8ba13292461a,恐れ,新薬を使うことの副作用や、効かなかった場合の時間や金銭の損失を考える,新しい薬は少し怖いね,でも治験もされているから大丈夫ですよ,副作用も心配です,手伝えることあれば、わたし達が足になるから
3ec46176-40db-43ff-9072-2c81f249c285,緊張,初めての病院に来ると、なかなか環境に慣れない　,こちらの病院で診察を受けるのは初めてなんです。受付から戸惑ってしまって、緊張してしまいました。,それは大変でしたね。確かに新しい病院で診察を受けるのは不安なものです。,勝手がわからないことが多すぎて、右往左往してしまいました。,そうでしたか。次回からは戸惑われることが少なくなるのではないかと思いますよ。
3ec719b1-8cca-47a0-9a90-b08ea6647210,迷惑,受診や通院する時間が予定と合わずにわざわざ行かなければならなかった,病院の受診予約が希望の時間が全然空いてなくてさ、無理やり時間作って行ってきたよ。,へぇーそれは大変だったね。,しかも検査の結果が良くなくてさ。しばらく通院しなきゃ行けないんだって。,まあ、忙しい時期に大変だと思うけど健康が一番だから、頑張って通ってね。
3eda785d-ca22-41af-a8a3-2d8090aec58f,恥ずかしさ,痔がひどくなってきたので病院に行った方がいいと思うが、デリケートな部分を見せることになかなか勇気がでない　,デリケートな部分なので心配なんですよね,分かりますがしっかり診てもらったほうが良いですよ,確かにそうですね勇気を出して診てもらってきます,そうしてくださいね
3ee92f2c-bfc5-43df-b8c0-54a31704f7eb,緊張,検査の後、医師から病気の説明を聞くのを待つ　,検査が終わって今とても緊張しています。,もうすぐ検査結果が出るんですね。気持ち分かります。,もし悪い病気だったらとか、色々考えてしまいます。,そうですよ。しかしどんな結果にしろ、良くなるまで私が協力しますから、一緒に頑張りましょう。
3efdd67b-c064-4f79-a0e8-0222f7340e69,思いやり,自分が車椅子生活をしてみて初めて車椅子の方にとって数センチの段差でも大変だと知り、街で見かけたら声をかけるようにしていた,近頃車椅子の方を見かけたら声を掛けるようにしているんですよ。,それはまたどうしてですか？,私が車椅子で生活しているときにわずかな段差でも大変なのが分かっていたので。,あなたは優しいですね。
3f043adc-89af-40d9-986c-2814efa7cc9f,安心,入院中に家族が見舞いに来てくれた,私の家族が病院に見舞いに来てくれて、家族の顔を見てほっとしました。,それは良かったですね。家族の方の顔を見たら安心しますよね。,そうなんですよね。気持ちの問題なんでしょうね。,そう思います。
3f070dd8-b84a-44b8-bd16-8f8eff6376c0,安心,無事手術は成功したと主治医から言われた,手術が無事に終わってほっとしました。,おめでとうございます、きっと成功すると思っていました。,日頃の行いのおかげでしょうか。,きっとそうに違いありませんね。
3f0870a7-0ad3-4a19-9aa4-2e9c2bc61399,娯楽,入院中の食事が美味しかった,入院中は、1日3回の食事が楽しみでした。どれも美味しかったです。,それは良かったです。食べることも治療の一つなので、おいしく食べられることは大事です。,見た目も量もちょうどよかったです。,おいしく食べることは健康につながりますね。
3f0f7720-1c69-46c4-87a9-a676fa4f92dc,気づき,長年の暴飲暴食や飲酒、喫煙などの不摂生を今更ながら見直さなければならないと思った,長年暴飲暴食、飲酒、喫煙など体に悪いことばかりしてきたことを反省しています,よく気づけましたね。大きな一歩ですね,ありがとうございます。改善できるように努力します,応援していますよ
3f1a6076-8c00-44b0-af55-2a0d6aca1416,好奇心,自分がこの後どんな治療を受けるのだろうか興味がわいてきた,自分は病気になったから、今後は治療をしないといけなくなったよ。,えっ、それは大変だね。,はい。でもこの後どんな治療を受けるのだろうかと、興味がわいてきているよ。,そうなんだ。最善の治療をしてもらえると良いね。
3f335c67-4317-472d-898b-dd1ccb609ace,緊張,病気だと説明を受け、自分が本当に完治するのか疑心暗鬼になる　,病気だという説明は受けましたが、本当に完治するのでしょうか。,治らない病気ではないのですよね？,治らなくはないのですが、自分の場合はどうなるか分からないです。治らないかもしれない、そんなことばかり考えてしまって不安でしょうがないです。,不安になるのも分かりますが、完治すると信じて治療していきましょう。
3f4ebd14-4cad-478d-825a-aed69942dde3,好奇心,処方された薬について、何に効果があるのか興味を持った,確率40％に対し不安を感じている,決断した事柄について反対せず、尊重している,兎に角、助かる希望をもって決断している,患者の決断を尊重を優先して励ます
3f55a090-ed86-44ca-8491-216923bef35f,驚き,忙しくて精密検査をしなかった結果、病気がある程度進行していた　,忙しかったとはいえどうしてもっと早く精密検査をしなかったのだろう。,まさか病気になってるなんて思わないですものね。,後悔の気持ちでいっぱいです。,今から治療すれば治るかもしれないです。治療頑張りましょう。
3f58daf2-1aca-4c5d-a90d-d58170a1091f,承認,今までの症状をすべて書き出し、一つ一つ確認したところ、自分が治療を受けるべきであることを認める気持ちがわいてきた　,これまで気力だけで生きてきましたが客観的に自分を見つめるために症状を書き出してみました。この先より良い人生を送るためにはやはり治療が必要だと思います。,それは大きく勇気のある決断をされましたね。,自分を客観的に見つめることの重要性を痛感しました。,自分を客観視できれば病気以外にもプラスになります。これからの人生より良くなりますね。
3f5e8a3f-8ef9-430b-a690-14d3060f9c59,驚き,診察の際に思ってもいない病名を告げられた　,診察の時、思ってもいない病名を言われたんです。,自分の想定外の病名を聞くと困惑してしまいますね。,そうなんです、不安よりもびっくりが先に来てしまいました。,予想外の事態に直面した時って、驚きが先に来ますもんね。
3f5ed0cc-f866-44ce-9c40-d205e524be1c,感謝,難しい病気だが、必死でいくつもの病院を探してやっと手術をしてくれるお医者さんが見つかった　,今までの苦しみから解放される可能性が見えてきて本当にうれしいです。支援してくれて本当にありがとう。,良くなってくれるのが私自身の希望なので私も本当にうれしいです。ようやく役に立てたような気がします。,結果がどうなるかは手術してみないと分からないかもしれないけど、とにかく今までのことにお礼したいと思います。そのためにも頑張って治療を受けようと思います。,良くなってくれることが一番うれしいので、お礼なんか考えてくれなくてもいいです。それよりこれからの治療に全力を尽くして下さい。
3f669c40-cddb-42b5-8e70-954f74c0da77,興奮,これまでいっしょに治療生活をしていた友人の病気が治ったと聞いた,一緒に闘病生活をしてきた友人の病気が治ったと聞きとても嬉しく思っています,それは良かったですね。おめでとうございます。,本当に良かったです。嬉しくて今夜は眠れそうにありません。,その気持ち凄く理解できますよ。
3f6b3332-bf03-457b-8d1f-95ad51db020d,興奮,治療薬がなかったが、新しい治療法が見つかり、余命が延びる事を医師から聞いた,嬉しいことを聞いて、生きる勇気が湧きました。,それは、本当に良かったです。前向きに考えていきましょう。,そうですよね。余命が延びるのでまだ生きられます。,新治療を受ければもっともっと長く生きられるので、治療頑張っていきましょう。
3fa366f6-6996-4f1f-a6a6-6fb42e2781d3,承認,点滴の入りにくい血管なので採血ではいつも失敗されるが、手術前の点滴を一発で成功した看護師さんに出会った,あの看護師さん、針をさすのがすごいうまいのよ,そうなの。私もおねがいしようかな。,あなたは点滴する必要ないでしょ。,あ、そうだった。
3fa67c6a-fc9f-4825-bcde-3f18ef81fc7b,思いやり,次回来院する日にちを決める時に、医師が私の予定を聞いて日にちを決めてくれた,色々と予定があり、空いている日がほとんどありません…。,できるだけご都合の良い日に合わせますよ。,ありがとうございます。助かります。,多忙かと思いますが、あまりご無理なさらないでくださいね。
3fa86d60-148c-4b86-9a99-2b375905fa96,混乱,これまで何の前兆もなかったのに、検査を受けたところ、早急治療開始する必要があるらしいことがわかった,何も異常はないだろうと思っていたのに検査ですぐに治療しなくてはいけないとわかり動揺しています。,今まで何も症状がなかったのでとても混乱しますね。何か助けになれることはありますか？,まずは主治医から言われたこと、今後のことを整理しようと思っています。,とてもいいと思います。私にできることがあれば何でも言ってくださいね。
3fada24f-b8d0-45f0-a3b8-af922bc08d43,驚き,病院の窓口で払うお金がこんなにも高額になるとは思っていなかった　,この間の病院代、保険適用外だったから一時的だけど予想外の出費で痛かったよ。,保険適用外、怖いですよね。私も1回だけありましたが医療保険に入ってなかったら大変だったかも。,確かに、後で返ってくるか来ないかは金額的にも違うからね。私も後で申請しておかないと,申請忘れは大変なことになりますしね。早く申請するのは大事です。
3fb21539-d810-4413-a8f7-52360f8a33ac,平静,主治医から緩和ケアへの移行を進められた　,ありがとうございます。家族には自分から話したいと思います,その場に立ち会わなくても大丈夫ですか？,大丈夫です。家族には事前に可能性は伝えてあるので,そうですか。でも、必要があれば協力は惜しまないので、いつでも頼ってくださいね
3fdf3e6c-0336-4e65-9fc0-d159c4f15d72,嘆き,患者さんが多い病院であり、毎回の待ち時間がとても長い　,もう少し早く出来ませんか,それだけ患者さんに時間を掛けてくれる先生が多いのです,予約制や時間指定制にすることは出来ませんか,あなたにも時間を掛けて治療をしてくれると思いますよ
3ff96bba-050a-4fb6-8acd-fcadb90c17b4,悲しみ,病状が良くならないので、将来に希望が持てなかった,これほど治療しているのに、どんどん悪化しています。私はもう治らないと思います。,他の治療法はないのでしょうか。,既に色々な方法を試しましたが、どの治療法も私には効果がありません。,きっとまだ何か方法があるはずです。新しい治療法がないか調べてみます。
40003aed-f7a9-46bc-af14-56636f07ba7e,恥ずかしさ,受診すべきとわかってはいるものの，お尻や生殖器の不調はなかなか病院に行きずらいと感じる　,肛門科を受診しなければいけないのですが、お尻を見せるのが恥ずかしくて躊躇しているんです。,大丈夫です。お医者さんは沢山の患者さんを診ているので、いちいち気にしませんよ。,そうですが、痛みなどもないか心配です。,そうは言っても、受診しないと治せませんよ。
4002f5e4-9d59-4e68-8730-3fd32dc87402,気づき,家族の大切さをあらためて感じた,病気をして、家族の大切さを改めて感じています。,病気をした時は、家族の支えは大きいですね。,普段は、一人で頑張っているような気持でいました。,家族はいつでも応援しています。私も応援していますよ。
40045571-a273-4deb-aba2-50135e8d7892,怒り,長い間待合室で待ったのに、診察の結果、病気がわからずに帰ることになった　,なんであれだけ待ったのに何も分からないんだよ,そんなこともあるわ。落ち着いて,あれはヤブ医者だろ。,また別の病院にいきましょう。
401ee041-8ad0-4ee3-a49e-bb4d86f5e82b,怒り,病院内で隣の患者さんの喋り声がとてもうるさかった　,病院内は精神的に参っている患者も多いので本当に静かにしてほしい。,患者は一人ではないので周囲の方々のためにも静かにしてほしいですね。,苦しんでいるのは自分だけではないと思います。,病院内は皆で協力して落ち着ける環境を維持してほしいですよね。
40269289-0ec0-4a7e-bbc3-83659f2bf857,失望,せっかく病院に来たのに、また来月も来なければならないと分かった　,せっかく病院に来たのに、また来月もいかなければならなくて...。,それはご心配ですよね。病院行くのも憂鬱になりますね。,そうなんですよ..。本当に憂鬱です。,まあ、いったん病院のことは忘れて、他のことをたのしみましょうよ♫
40448d63-1bce-40c4-8572-012481f9556c,失望,宣告された病気について自分で調べてみると、現代医学では完治は難しいと知った　,宣告された病気について自分で調べてみたんですが、現代医学では完治が難しいことが分かりました。った　,それは残念です。でも命に別状はないんでしょう。,それはそうですが。,生きていればまたいいことがあると思います。
405d115a-8dab-41a6-be48-aca5c760c364,楽観,治療がどうなるか不安だけれど、どうにかなると出来るだけ思うようにしている　,治療の方法を聞いた時には呆然としました。でも今は、どうにでもなるだろうと思うようにしています。,そのほうがリラックスして過ごせますね。,そうですね。治療を受けている期間は休んでいられるし、ラッキーだと思うようにします。,芯が強いですね。素晴らしい考え方だと思います。
406ef7eb-7567-4501-b497-81b620dc962e,誇り,辛い治療もなんとか乗り越えて、元の生活に近い生活をできるようになった,今まで辛い治療を乗り越え、元の生活に近い生活をおくれるようになった自分を誇りに思います。,本当に辛い治療でしたもんね。乗り越えられた事本当にすごいと思います。,ありがとうございます。でも、家族の支えもなかったら乗り越えられなかったので、家族の事もとても誇りに思っているんです。,素敵ですね。これからもご家族と一緒に、前のような生活にもどれるよう頑張ってください。
4078df51-ff79-4fd5-b8bf-0fad2e4ad64c,迷惑,入院中にお見舞いに来てくれるのは嬉しいが、体調が悪い時にもお見舞いの人が来た　,体調が悪い時に、お見舞いに来た人がいて大変でした。,それは大変でしたね。時前に連絡はなかったのですか？,そうなんです。お見舞いに来てくれるのは嬉しいのですが、時前に連絡が欲しかったです。,そうですね。大変な時に来られても対応ができないので、今度来る時は前もって連絡を下さいと言わないといけないですね。
407a88af-5b7b-4a0a-bfae-c0052b172892,称賛,目の前で突然人が倒れ際に、とっさにかけよる方を見かけた　,凄い。自分もそんなふうに振る舞いたい。,そうですね。,早くよくなって人を助けられる立場になりたいな。,今でも十分周りの人を笑顔にして助けていますよ。
4081d174-7e53-465e-b1f8-ba79e5f0b774,恐れ,これからもっと症状が悪くなって日常生活が今まで通り出来なくなったらどうしようと考える,病気が悪化して日常生活が今まで通りおくれなくなったら、どうしようかと考えてしまします。,とても不安になりますよね。悪い方に考えてしまうと、病気もよくならないので良くなるように考えましょう！,そうですよね。病気が悪化するのは怖いですが、良い方向に向かうように考えるようにします。,病気が必ずいい方向に向かうように祈ってます！
